Subject,Age,Gender
1075604_20252_2_0,63.0,F
1069870_20252_2_0,63.0,F
1043666_20252_2_0,62.0,F
1032727_20252_2_0,71.0,M
1133698_20252_2_0,53.0,M
1058217_20252_2_0,67.0,M
1046048_20252_2_0,65.0,F
1109437_20252_2_0,75.0,M
1132813_20252_2_0,62.0,F
1190410_20252_2_0,63.0,M
1032122_20252_2_0,66.0,F
1179911_20252_2_0,53.0,F
1064488_20252_2_0,50.0,M
1222078_20252_2_0,55.0,F
1042139_20252_2_0,65.0,F
1126290_20252_2_0,59.0,M
1046115_20252_2_0,65.0,F
1124477_20252_2_0,69.0,M
1050002_20252_2_0,52.0,M
1164156_20252_2_0,63.0,F
1209108_20252_2_0,54.0,F
1055652_20252_2_0,51.0,F
1000227_20252_2_0,68.0,F
1167343_20252_2_0,58.0,F
1105510_20252_2_0,72.0,M
1188930_20252_2_0,72.0,F
1158623_20252_2_0,55.0,F
1138914_20252_2_0,69.0,F
1122337_20252_2_0,63.0,F
1104483_20252_2_0,59.0,M
1081672_20252_2_0,53.0,M
1190499_20252_2_0,64.0,M
1203130_20252_2_0,68.0,F
1158796_20252_2_0,49.0,M
1002880_20252_2_0,67.0,F
1031457_20252_2_0,53.0,M
1194373_20252_2_0,69.0,M
1165715_20252_2_0,74.0,M
1073185_20252_2_0,64.0,M
1081038_20252_2_0,54.0,F
1134464_20252_2_0,53.0,F
1148503_20252_2_0,54.0,F
1184735_20252_2_0,71.0,M
1058185_20252_2_0,55.0,F
1111568_20252_2_0,74.0,F
1076059_20252_2_0,63.0,M
1068767_20252_2_0,75.0,F
1167427_20252_2_0,70.0,M
1125709_20252_2_0,68.0,M
1179472_20252_2_0,50.0,M
1047070_20252_2_0,53.0,M
1045093_20252_2_0,68.0,M
1174245_20252_2_0,73.0,F
1064957_20252_2_0,76.0,M
1133509_20252_2_0,62.0,F
1062559_20252_2_0,58.0,M
1094593_20252_2_0,49.0,M
1146665_20252_2_0,54.0,M
1164608_20252_2_0,68.0,M
1054734_20252_2_0,65.0,M
1110947_20252_2_0,58.0,F
1035098_20252_2_0,64.0,M
1010866_20252_2_0,54.0,F
1162938_20252_2_0,68.0,M
1056550_20252_2_0,67.0,F
1183448_20252_2_0,58.0,F
1054767_20252_2_0,74.0,F
1061253_20252_2_0,48.0,F
1124179_20252_2_0,63.0,M
1006787_20252_2_0,69.0,F
1126887_20252_2_0,64.0,M
1027067_20252_2_0,58.0,F
1217114_20252_2_0,64.0,F
1172746_20252_2_0,53.0,M
1080036_20252_2_0,77.0,F
1215239_20252_2_0,56.0,F
1081803_20252_2_0,49.0,M
1157121_20252_2_0,70.0,M
1060172_20252_2_0,60.0,M
1033962_20252_2_0,77.0,M
1038101_20252_2_0,58.0,F
1207949_20252_2_0,49.0,M
1165240_20252_2_0,61.0,F
1084030_20252_2_0,69.0,M
1096999_20252_2_0,65.0,F
1076136_20252_2_0,68.0,M
1078716_20252_2_0,64.0,F
1078721_20252_2_0,70.0,F
1007556_20252_2_0,57.0,M
1162705_20252_2_0,63.0,M
1097537_20252_2_0,62.0,M
1090594_20252_2_0,66.0,F
1033995_20252_2_0,58.0,M
1080130_20252_2_0,74.0,M
1079968_20252_2_0,56.0,F
1210464_20252_2_0,68.0,M
1016897_20252_2_0,52.0,F
1081635_20252_2_0,58.0,M
1217707_20252_2_0,78.0,M
1085355_20252_2_0,72.0,F
1203244_20252_2_0,57.0,F
1108132_20252_2_0,67.0,M
1124459_20252_2_0,70.0,M
1136941_20252_2_0,59.0,M
1040145_20252_2_0,55.0,M
1203498_20252_2_0,53.0,M
1002962_20252_2_0,71.0,M
1130507_20252_2_0,68.0,M
1004327_20252_2_0,64.0,M
1143783_20252_2_0,72.0,M
1110755_20252_2_0,59.0,M
1155286_20252_2_0,69.0,M
1096490_20252_2_0,54.0,F
1138817_20252_2_0,72.0,M
1198902_20252_2_0,72.0,M
1175459_20252_2_0,50.0,M
1055104_20252_2_0,71.0,M
1156974_20252_2_0,69.0,F
1132495_20252_2_0,61.0,F
1111530_20252_2_0,52.0,M
1011094_20252_2_0,50.0,F
1204812_20252_2_0,79.0,M
1189040_20252_2_0,54.0,F
1125089_20252_2_0,51.0,F
1078018_20252_2_0,60.0,M
1128386_20252_2_0,49.0,F
1052001_20252_2_0,69.0,M
1198512_20252_2_0,58.0,F
1172719_20252_2_0,63.0,F
1037959_20252_2_0,68.0,F
1098771_20252_2_0,71.0,F
1032454_20252_2_0,50.0,F
1189936_20252_2_0,76.0,M
1063818_20252_2_0,62.0,M
1222408_20252_2_0,70.0,M
1023127_20252_2_0,56.0,F
1187785_20252_2_0,70.0,M
1154193_20252_2_0,58.0,M
1042464_20252_2_0,64.0,F
1111011_20252_2_0,64.0,M
1185289_20252_2_0,57.0,F
1005139_20252_2_0,61.0,F
1006416_20252_2_0,73.0,M
1194678_20252_2_0,66.0,M
1111988_20252_2_0,51.0,M
1149406_20252_2_0,49.0,F
1129606_20252_2_0,61.0,M
1095088_20252_2_0,73.0,F
1145729_20252_2_0,65.0,M
1139753_20252_2_0,53.0,M
1223202_20252_2_0,68.0,M
1022978_20252_2_0,65.0,F
1141437_20252_2_0,65.0,M
1075785_20252_2_0,63.0,M
1010086_20252_2_0,63.0,M
1163947_20252_2_0,77.0,M
1076432_20252_2_0,57.0,F
1127590_20252_2_0,69.0,F
1170220_20252_2_0,62.0,F
1015430_20252_2_0,69.0,M
1221829_20252_2_0,64.0,M
1209842_20252_2_0,57.0,M
1141153_20252_2_0,67.0,F
1041493_20252_2_0,64.0,F
1223840_20252_2_0,53.0,M
1083462_20252_2_0,63.0,M
1009206_20252_2_0,66.0,F
1069407_20252_2_0,61.0,F
1012905_20252_2_0,56.0,F
1018359_20252_2_0,51.0,F
1212030_20252_2_0,68.0,F
1206705_20252_2_0,62.0,M
1086126_20252_2_0,52.0,F
1205866_20252_2_0,62.0,F
1069602_20252_2_0,62.0,M
1063300_20252_2_0,63.0,F
1039340_20252_2_0,65.0,M
1168948_20252_2_0,73.0,F
1030852_20252_2_0,51.0,F
1150783_20252_2_0,53.0,F
1221218_20252_2_0,65.0,F
1196995_20252_2_0,63.0,F
1019569_20252_2_0,71.0,M
1191532_20252_2_0,75.0,M
1079388_20252_2_0,66.0,M
1017027_20252_2_0,50.0,F
1034548_20252_2_0,66.0,F
1189662_20252_2_0,53.0,M
1050500_20252_2_0,60.0,M
1146014_20252_2_0,54.0,M
1120270_20252_2_0,79.0,M
1120627_20252_2_0,65.0,F
1181375_20252_2_0,51.0,M
1097280_20252_2_0,62.0,F
1082152_20252_2_0,59.0,F
1217521_20252_2_0,54.0,M
1009532_20252_2_0,58.0,F
1018904_20252_2_0,70.0,M
1027384_20252_2_0,71.0,F
1030625_20252_2_0,60.0,M
1146556_20252_2_0,75.0,M
1220446_20252_2_0,68.0,F
1061445_20252_2_0,58.0,F
1001934_20252_2_0,61.0,F
1070571_20252_2_0,68.0,M
1206833_20252_2_0,69.0,F
1012588_20252_2_0,66.0,M
1158972_20252_2_0,66.0,M
1194347_20252_2_0,70.0,M
1151929_20252_2_0,57.0,F
1176495_20252_2_0,55.0,F
1071646_20252_2_0,67.0,F
1021102_20252_2_0,75.0,F
1129481_20252_2_0,58.0,M
1041285_20252_2_0,69.0,M
1196767_20252_2_0,51.0,M
1054260_20252_2_0,67.0,M
1018745_20252_2_0,76.0,M
1163398_20252_2_0,68.0,F
1021995_20252_2_0,69.0,F
1089289_20252_2_0,55.0,F
1198447_20252_2_0,62.0,F
1179064_20252_2_0,62.0,F
1219090_20252_2_0,72.0,M
1220367_20252_2_0,71.0,M
1033143_20252_2_0,61.0,M
1194457_20252_2_0,64.0,M
1061886_20252_2_0,68.0,M
1082031_20252_2_0,65.0,F
1081162_20252_2_0,63.0,F
1046275_20252_2_0,72.0,M
1115853_20252_2_0,56.0,F
1033441_20252_2_0,69.0,F
1006689_20252_2_0,54.0,M
1136060_20252_2_0,58.0,F
1207921_20252_2_0,49.0,F
1191820_20252_2_0,77.0,F
1122906_20252_2_0,69.0,F
1030330_20252_2_0,58.0,F
1038490_20252_2_0,62.0,M
1088216_20252_2_0,51.0,M
1001597_20252_2_0,66.0,M
1155461_20252_2_0,63.0,M
1040511_20252_2_0,59.0,M
1120714_20252_2_0,53.0,F
1194793_20252_2_0,63.0,M
1069705_20252_2_0,52.0,F
1195941_20252_2_0,66.0,M
1160562_20252_2_0,54.0,M
1151622_20252_2_0,73.0,F
1156128_20252_2_0,59.0,F
1138349_20252_2_0,73.0,M
1186940_20252_2_0,61.0,M
1169157_20252_2_0,72.0,F
1133434_20252_2_0,51.0,F
1176116_20252_2_0,74.0,M
1211876_20252_2_0,66.0,M
1044634_20252_2_0,57.0,M
1185044_20252_2_0,62.0,F
1128543_20252_2_0,73.0,M
1114015_20252_2_0,71.0,M
1013612_20252_2_0,67.0,M
1044678_20252_2_0,70.0,F
1069804_20252_2_0,53.0,F
1007954_20252_2_0,54.0,M
1088051_20252_2_0,52.0,M
1110120_20252_2_0,61.0,F
1110950_20252_2_0,70.0,M
1198042_20252_2_0,59.0,M
1069229_20252_2_0,53.0,M
1170983_20252_2_0,57.0,M
1118608_20252_2_0,73.0,M
1121411_20252_2_0,67.0,M
1055687_20252_2_0,64.0,F
1140813_20252_2_0,57.0,M
1123342_20252_2_0,57.0,F
1136274_20252_2_0,48.0,M
1162511_20252_2_0,58.0,M
1105650_20252_2_0,71.0,F
1214230_20252_2_0,72.0,M
1040476_20252_2_0,69.0,F
1115374_20252_2_0,56.0,F
1091852_20252_2_0,70.0,M
1188533_20252_2_0,57.0,M
1075095_20252_2_0,70.0,M
1091819_20252_2_0,76.0,F
1077970_20252_2_0,63.0,M
1172939_20252_2_0,48.0,F
1211543_20252_2_0,70.0,F
1130378_20252_2_0,52.0,M
1174297_20252_2_0,75.0,M
1123241_20252_2_0,53.0,F
1145409_20252_2_0,75.0,F
1156191_20252_2_0,71.0,M
1142704_20252_2_0,58.0,F
1087767_20252_2_0,73.0,M
1000501_20252_2_0,62.0,F
1188471_20252_2_0,53.0,F
1178700_20252_2_0,57.0,F
1180004_20252_2_0,54.0,M
1177721_20252_2_0,64.0,F
1000057_20252_2_0,64.0,M
1137199_20252_2_0,59.0,F
1023139_20252_2_0,63.0,F
1090559_20252_2_0,71.0,M
1076555_20252_2_0,57.0,M
1011012_20252_2_0,47.0,F
1113235_20252_2_0,74.0,F
1111506_20252_2_0,50.0,F
1091105_20252_2_0,66.0,M
1126700_20252_2_0,53.0,F
1033891_20252_2_0,57.0,M
1209162_20252_2_0,65.0,M
1118018_20252_2_0,52.0,F
1080603_20252_2_0,72.0,M
1165111_20252_2_0,63.0,F
1209315_20252_2_0,54.0,M
1217680_20252_2_0,60.0,F
1153745_20252_2_0,76.0,M
1033201_20252_2_0,58.0,F
1183432_20252_2_0,69.0,M
1148643_20252_2_0,52.0,M
1202575_20252_2_0,67.0,F
1114574_20252_2_0,58.0,F
1085390_20252_2_0,63.0,F
1123163_20252_2_0,67.0,M
1014644_20252_2_0,52.0,F
1147848_20252_2_0,58.0,M
1222339_20252_2_0,53.0,F
1142424_20252_2_0,52.0,M
1210056_20252_2_0,65.0,F
1106895_20252_2_0,65.0,F
1154785_20252_2_0,60.0,M
1181967_20252_2_0,64.0,M
1220223_20252_2_0,64.0,F
1048920_20252_2_0,63.0,F
1012825_20252_2_0,68.0,F
1068540_20252_2_0,60.0,F
1091916_20252_2_0,60.0,F
1077420_20252_2_0,57.0,M
1095257_20252_2_0,52.0,F
1019522_20252_2_0,69.0,M
1008396_20252_2_0,61.0,F
1036942_20252_2_0,70.0,F
1006263_20252_2_0,51.0,M
1071523_20252_2_0,58.0,F
1189163_20252_2_0,76.0,M
1188570_20252_2_0,50.0,M
1035702_20252_2_0,72.0,F
1185921_20252_2_0,56.0,F
1078583_20252_2_0,57.0,F
1047737_20252_2_0,57.0,F
1100421_20252_2_0,53.0,M
1151137_20252_2_0,71.0,F
1090709_20252_2_0,55.0,F
1075152_20252_2_0,52.0,F
1079129_20252_2_0,67.0,M
1192080_20252_2_0,61.0,M
1026721_20252_2_0,49.0,M
1177802_20252_2_0,63.0,M
1088990_20252_2_0,75.0,M
1095708_20252_2_0,60.0,F
1137132_20252_2_0,72.0,F
1184408_20252_2_0,71.0,F
1105757_20252_2_0,70.0,F
1167440_20252_2_0,69.0,M
1168358_20252_2_0,70.0,F
1206335_20252_2_0,69.0,F
1021275_20252_2_0,56.0,M
1176353_20252_2_0,62.0,F
1197016_20252_2_0,64.0,M
1006347_20252_2_0,63.0,F
1200711_20252_2_0,60.0,M
1123864_20252_2_0,77.0,F
1139637_20252_2_0,49.0,F
1059189_20252_2_0,71.0,F
1218853_20252_2_0,58.0,F
1163224_20252_2_0,67.0,F
1042965_20252_2_0,63.0,M
1114868_20252_2_0,65.0,F
1025804_20252_2_0,76.0,M
1205818_20252_2_0,66.0,M
1198763_20252_2_0,66.0,F
1089211_20252_2_0,73.0,M
1147984_20252_2_0,74.0,F
1101114_20252_2_0,51.0,F
1198675_20252_2_0,52.0,F
1126192_20252_2_0,70.0,M
1165497_20252_2_0,65.0,M
1211112_20252_2_0,71.0,F
1181107_20252_2_0,59.0,M
1042278_20252_2_0,68.0,M
1062541_20252_2_0,72.0,M
1214507_20252_2_0,50.0,F
1026039_20252_2_0,59.0,M
1222042_20252_2_0,52.0,M
1082932_20252_2_0,65.0,M
1047033_20252_2_0,68.0,F
1214084_20252_2_0,63.0,M
1018949_20252_2_0,55.0,F
1117607_20252_2_0,58.0,M
1179729_20252_2_0,53.0,F
1009241_20252_2_0,52.0,F
1196316_20252_2_0,51.0,F
1052710_20252_2_0,48.0,M
1068406_20252_2_0,72.0,M
1172603_20252_2_0,75.0,F
1077722_20252_2_0,61.0,M
1191027_20252_2_0,57.0,M
1084946_20252_2_0,78.0,F
1105997_20252_2_0,54.0,F
1043671_20252_2_0,78.0,M
1183804_20252_2_0,59.0,F
1060401_20252_2_0,61.0,F
1136930_20252_2_0,58.0,F
1222763_20252_2_0,59.0,F
1051657_20252_2_0,59.0,M
1134278_20252_2_0,63.0,F
1131519_20252_2_0,58.0,M
1221057_20252_2_0,65.0,F
1087061_20252_2_0,70.0,F
1046179_20252_2_0,56.0,F
1216894_20252_2_0,62.0,M
1165808_20252_2_0,63.0,M
1022020_20252_2_0,50.0,M
1074233_20252_2_0,60.0,M
1063759_20252_2_0,57.0,F
1201858_20252_2_0,68.0,F
1079396_20252_2_0,54.0,F
1157800_20252_2_0,57.0,M
1101492_20252_2_0,55.0,F
1178632_20252_2_0,68.0,F
1084705_20252_2_0,53.0,F
1196872_20252_2_0,60.0,F
1182010_20252_2_0,76.0,F
1133910_20252_2_0,64.0,M
1033681_20252_2_0,69.0,M
1097992_20252_2_0,51.0,M
1035808_20252_2_0,66.0,M
1097433_20252_2_0,57.0,F
1221189_20252_2_0,73.0,M
1211373_20252_2_0,60.0,F
1005769_20252_2_0,67.0,M
1202292_20252_2_0,69.0,F
1076372_20252_2_0,78.0,M
1178846_20252_2_0,68.0,M
1003229_20252_2_0,76.0,M
1110600_20252_2_0,76.0,M
1142958_20252_2_0,60.0,M
1035935_20252_2_0,65.0,F
1037521_20252_2_0,70.0,M
1084100_20252_2_0,47.0,F
1153139_20252_2_0,51.0,M
1089998_20252_2_0,69.0,F
1052052_20252_2_0,59.0,F
1139012_20252_2_0,69.0,M
1083951_20252_2_0,59.0,M
1207982_20252_2_0,51.0,F
1121047_20252_2_0,58.0,M
1041686_20252_2_0,55.0,M
1083210_20252_2_0,68.0,M
1111780_20252_2_0,56.0,M
1037297_20252_2_0,72.0,M
1062384_20252_2_0,64.0,F
1211992_20252_2_0,51.0,F
1003804_20252_2_0,58.0,M
1019762_20252_2_0,67.0,M
1186634_20252_2_0,58.0,F
1111813_20252_2_0,52.0,F
1092510_20252_2_0,70.0,M
1094205_20252_2_0,68.0,F
1052912_20252_2_0,71.0,F
1216942_20252_2_0,66.0,F
1053525_20252_2_0,68.0,F
1201687_20252_2_0,61.0,M
1078913_20252_2_0,58.0,F
1025208_20252_2_0,60.0,F
1169601_20252_2_0,67.0,M
1147971_20252_2_0,68.0,F
1154062_20252_2_0,53.0,M
1104952_20252_2_0,62.0,F
1004431_20252_2_0,60.0,M
1112361_20252_2_0,71.0,F
1088199_20252_2_0,66.0,F
1004089_20252_2_0,66.0,F
1043161_20252_2_0,79.0,F
1052222_20252_2_0,60.0,M
1088823_20252_2_0,57.0,F
1001480_20252_2_0,69.0,F
1203701_20252_2_0,56.0,F
1038237_20252_2_0,62.0,F
1138054_20252_2_0,48.0,F
1082490_20252_2_0,69.0,M
1212197_20252_2_0,75.0,F
1139295_20252_2_0,68.0,F
1001221_20252_2_0,52.0,F
1076688_20252_2_0,52.0,F
1080940_20252_2_0,75.0,F
1021076_20252_2_0,60.0,F
1077838_20252_2_0,52.0,F
1157577_20252_2_0,67.0,M
1024374_20252_2_0,54.0,F
1001463_20252_2_0,68.0,F
1140207_20252_2_0,65.0,M
1196518_20252_2_0,73.0,F
1129641_20252_2_0,52.0,F
1152911_20252_2_0,53.0,F
1038381_20252_2_0,51.0,F
1190122_20252_2_0,69.0,F
1101343_20252_2_0,65.0,F
1062858_20252_2_0,57.0,F
1223759_20252_2_0,52.0,F
1083675_20252_2_0,78.0,M
1061694_20252_2_0,61.0,F
1042529_20252_2_0,71.0,F
1162771_20252_2_0,59.0,F
1073905_20252_2_0,52.0,M
1087540_20252_2_0,75.0,M
1146101_20252_2_0,54.0,F
1202715_20252_2_0,76.0,M
1035049_20252_2_0,69.0,F
1187723_20252_2_0,58.0,M
1027042_20252_2_0,58.0,F
1203810_20252_2_0,59.0,F
1034367_20252_2_0,65.0,M
1010467_20252_2_0,51.0,F
1188959_20252_2_0,52.0,M
1103414_20252_2_0,71.0,F
1160464_20252_2_0,61.0,M
1124697_20252_2_0,51.0,F
1207496_20252_2_0,61.0,M
1064166_20252_2_0,68.0,M
1093707_20252_2_0,59.0,F
1035623_20252_2_0,51.0,F
1199160_20252_2_0,68.0,M
1022148_20252_2_0,68.0,M
1005801_20252_2_0,68.0,F
1079867_20252_2_0,76.0,F
1087260_20252_2_0,60.0,F
1059909_20252_2_0,55.0,F
1127503_20252_2_0,73.0,F
1216684_20252_2_0,55.0,F
1081269_20252_2_0,68.0,M
1003356_20252_2_0,58.0,M
1167923_20252_2_0,76.0,F
1000895_20252_2_0,59.0,F
1136024_20252_2_0,73.0,M
1051455_20252_2_0,54.0,M
1022731_20252_2_0,59.0,M
1030745_20252_2_0,51.0,F
1126921_20252_2_0,56.0,F
1082866_20252_2_0,63.0,M
1159719_20252_2_0,67.0,F
1032849_20252_2_0,51.0,F
1140858_20252_2_0,61.0,M
1120265_20252_2_0,68.0,F
1114444_20252_2_0,77.0,M
1037258_20252_2_0,66.0,M
1149287_20252_2_0,53.0,M
1084174_20252_2_0,71.0,M
1200485_20252_2_0,55.0,F
1008930_20252_2_0,53.0,F
1057214_20252_2_0,69.0,F
1185933_20252_2_0,57.0,F
1155356_20252_2_0,72.0,F
1080256_20252_2_0,74.0,M
1126610_20252_2_0,57.0,F
1013497_20252_2_0,75.0,M
1212753_20252_2_0,68.0,F
1094227_20252_2_0,62.0,F
1221909_20252_2_0,60.0,F
1194185_20252_2_0,65.0,M
1121818_20252_2_0,65.0,F
1105092_20252_2_0,68.0,F
1050729_20252_2_0,61.0,F
1186719_20252_2_0,77.0,M
1126368_20252_2_0,64.0,F
1021742_20252_2_0,61.0,F
1097966_20252_2_0,67.0,M
1063723_20252_2_0,59.0,F
1058854_20252_2_0,70.0,F
1072376_20252_2_0,56.0,M
1029940_20252_2_0,53.0,M
1200076_20252_2_0,72.0,M
1114472_20252_2_0,61.0,F
1205572_20252_2_0,58.0,F
1107669_20252_2_0,67.0,M
1060507_20252_2_0,72.0,M
1158383_20252_2_0,69.0,F
1081776_20252_2_0,64.0,M
1012263_20252_2_0,75.0,F
1011792_20252_2_0,66.0,F
1179989_20252_2_0,56.0,F
1178464_20252_2_0,69.0,M
1212590_20252_2_0,74.0,M
1223794_20252_2_0,51.0,M
1194331_20252_2_0,51.0,M
1078355_20252_2_0,74.0,F
1026212_20252_2_0,64.0,F
1112497_20252_2_0,61.0,M
1111353_20252_2_0,76.0,M
1026334_20252_2_0,71.0,M
1088387_20252_2_0,75.0,F
1044045_20252_2_0,75.0,M
1025335_20252_2_0,56.0,F
1090619_20252_2_0,71.0,M
1185875_20252_2_0,56.0,M
1163658_20252_2_0,61.0,F
1188985_20252_2_0,63.0,F
1121138_20252_2_0,59.0,F
1040946_20252_2_0,54.0,M
1137020_20252_2_0,69.0,F
1146220_20252_2_0,56.0,F
1060342_20252_2_0,70.0,F
1061436_20252_2_0,66.0,F
1073752_20252_2_0,71.0,F
1192341_20252_2_0,67.0,M
1010983_20252_2_0,73.0,F
1192700_20252_2_0,71.0,M
1197354_20252_2_0,61.0,F
1066930_20252_2_0,53.0,M
1190816_20252_2_0,65.0,F
1083327_20252_2_0,66.0,M
1031918_20252_2_0,52.0,F
1029235_20252_2_0,55.0,F
1099809_20252_2_0,64.0,F
1214851_20252_2_0,55.0,F
1000831_20252_2_0,56.0,F
1199202_20252_2_0,75.0,M
1040589_20252_2_0,51.0,M
1195038_20252_2_0,56.0,F
1121029_20252_2_0,68.0,M
1033485_20252_2_0,47.0,F
1051490_20252_2_0,70.0,F
1184055_20252_2_0,64.0,F
1079748_20252_2_0,64.0,F
1213137_20252_2_0,74.0,F
1000796_20252_2_0,62.0,M
1127461_20252_2_0,67.0,F
1066439_20252_2_0,69.0,M
1171766_20252_2_0,53.0,M
1032006_20252_2_0,70.0,M
1213947_20252_2_0,64.0,M
1124196_20252_2_0,56.0,F
1125585_20252_2_0,57.0,F
1208487_20252_2_0,75.0,M
1076250_20252_2_0,53.0,F
1153234_20252_2_0,49.0,M
1053389_20252_2_0,72.0,F
1184327_20252_2_0,68.0,F
1188052_20252_2_0,67.0,M
1096202_20252_2_0,56.0,F
1213726_20252_2_0,52.0,F
1107505_20252_2_0,47.0,M
1151025_20252_2_0,77.0,M
1149856_20252_2_0,61.0,M
1016881_20252_2_0,69.0,F
1002120_20252_2_0,57.0,F
1025602_20252_2_0,72.0,F
1155882_20252_2_0,75.0,F
1150173_20252_2_0,73.0,M
1177367_20252_2_0,56.0,F
1047004_20252_2_0,73.0,M
1061310_20252_2_0,69.0,F
1004577_20252_2_0,56.0,F
1168633_20252_2_0,63.0,F
1080690_20252_2_0,64.0,F
1088037_20252_2_0,70.0,F
1155077_20252_2_0,57.0,M
1134654_20252_2_0,73.0,M
1086623_20252_2_0,49.0,M
1158641_20252_2_0,55.0,F
1019409_20252_2_0,61.0,M
1102892_20252_2_0,56.0,F
1212059_20252_2_0,69.0,M
1027340_20252_2_0,71.0,M
1102031_20252_2_0,53.0,F
1012291_20252_2_0,64.0,F
1065810_20252_2_0,68.0,F
1054645_20252_2_0,63.0,M
1202266_20252_2_0,63.0,M
1221469_20252_2_0,52.0,F
1128217_20252_2_0,57.0,M
1216491_20252_2_0,48.0,M
1145581_20252_2_0,68.0,M
1202126_20252_2_0,54.0,M
1004728_20252_2_0,71.0,M
1074107_20252_2_0,66.0,M
1076511_20252_2_0,74.0,M
1161603_20252_2_0,57.0,F
1050731_20252_2_0,67.0,M
1030586_20252_2_0,53.0,M
1193671_20252_2_0,72.0,M
1035218_20252_2_0,55.0,F
1146884_20252_2_0,49.0,F
1102336_20252_2_0,53.0,M
1023166_20252_2_0,70.0,F
1017241_20252_2_0,52.0,F
1083858_20252_2_0,68.0,F
1020024_20252_2_0,51.0,F
1132392_20252_2_0,57.0,M
1195930_20252_2_0,51.0,M
1156294_20252_2_0,61.0,M
1175844_20252_2_0,65.0,M
1217691_20252_2_0,62.0,F
1011946_20252_2_0,66.0,F
1054856_20252_2_0,58.0,F
1184276_20252_2_0,64.0,M
1021246_20252_2_0,55.0,F
1006291_20252_2_0,67.0,F
1089402_20252_2_0,57.0,F
1041040_20252_2_0,58.0,F
1123888_20252_2_0,59.0,F
1188396_20252_2_0,71.0,F
1095270_20252_2_0,69.0,F
1050480_20252_2_0,65.0,F
1220066_20252_2_0,50.0,M
1132165_20252_2_0,62.0,M
1032231_20252_2_0,71.0,F
1096455_20252_2_0,57.0,F
1147194_20252_2_0,74.0,F
1076882_20252_2_0,63.0,M
1219506_20252_2_0,74.0,M
1218528_20252_2_0,57.0,F
1097141_20252_2_0,56.0,F
1050435_20252_2_0,73.0,M
1021674_20252_2_0,61.0,F
1000271_20252_2_0,54.0,M
1135807_20252_2_0,66.0,F
1211185_20252_2_0,69.0,M
1082563_20252_2_0,47.0,F
1139309_20252_2_0,48.0,M
1092144_20252_2_0,67.0,M
1116059_20252_2_0,52.0,F
1128520_20252_2_0,73.0,F
1166221_20252_2_0,55.0,F
1185127_20252_2_0,68.0,F
1032023_20252_2_0,74.0,F
1154910_20252_2_0,51.0,M
1210722_20252_2_0,63.0,F
1041576_20252_2_0,53.0,M
1024657_20252_2_0,56.0,F
1219585_20252_2_0,55.0,M
1011526_20252_2_0,68.0,F
1011753_20252_2_0,61.0,F
1176735_20252_2_0,58.0,F
1127821_20252_2_0,67.0,F
1165253_20252_2_0,63.0,M
1204148_20252_2_0,54.0,F
1026802_20252_2_0,54.0,F
1146948_20252_2_0,52.0,F
1106469_20252_2_0,61.0,F
1152257_20252_2_0,70.0,F
1167889_20252_2_0,51.0,M
1118401_20252_2_0,73.0,M
1165963_20252_2_0,73.0,M
1187948_20252_2_0,76.0,F
1197155_20252_2_0,68.0,F
1019967_20252_2_0,55.0,F
1077203_20252_2_0,66.0,M
1169943_20252_2_0,65.0,M
1041144_20252_2_0,52.0,M
1137338_20252_2_0,75.0,F
1102467_20252_2_0,75.0,F
1026424_20252_2_0,55.0,F
1087669_20252_2_0,62.0,F
1033767_20252_2_0,61.0,M
1165850_20252_2_0,67.0,F
1190792_20252_2_0,67.0,M
1112310_20252_2_0,65.0,M
1093710_20252_2_0,55.0,F
1139085_20252_2_0,51.0,F
1003169_20252_2_0,63.0,F
1146029_20252_2_0,55.0,F
1060438_20252_2_0,55.0,M
1022110_20252_2_0,57.0,M
1001558_20252_2_0,70.0,F
1125675_20252_2_0,57.0,M
1055717_20252_2_0,52.0,M
1087219_20252_2_0,66.0,M
1053798_20252_2_0,70.0,F
1059167_20252_2_0,64.0,F
1180400_20252_2_0,65.0,F
1091377_20252_2_0,51.0,M
1184067_20252_2_0,74.0,F
1128738_20252_2_0,70.0,F
1042547_20252_2_0,49.0,F
1163908_20252_2_0,74.0,M
1063794_20252_2_0,67.0,F
1009765_20252_2_0,70.0,F
1142092_20252_2_0,54.0,M
1011483_20252_2_0,55.0,M
1144049_20252_2_0,65.0,M
1188337_20252_2_0,68.0,M
1123945_20252_2_0,49.0,F
1007657_20252_2_0,54.0,F
1026475_20252_2_0,61.0,M
1035546_20252_2_0,71.0,F
1089091_20252_2_0,63.0,M
1143195_20252_2_0,63.0,F
1066644_20252_2_0,71.0,M
1047218_20252_2_0,73.0,F
1187730_20252_2_0,67.0,F
1189561_20252_2_0,63.0,F
1035399_20252_2_0,61.0,F
1074597_20252_2_0,67.0,F
1095463_20252_2_0,66.0,F
1093985_20252_2_0,59.0,F
1040006_20252_2_0,69.0,M
1188492_20252_2_0,55.0,F
1195732_20252_2_0,56.0,F
1183372_20252_2_0,61.0,F
1165847_20252_2_0,69.0,M
1174001_20252_2_0,62.0,F
1149412_20252_2_0,64.0,M
1003208_20252_2_0,51.0,M
1186655_20252_2_0,67.0,F
1142460_20252_2_0,59.0,F
1167471_20252_2_0,62.0,M
1162023_20252_2_0,74.0,M
1055780_20252_2_0,46.0,F
1034525_20252_2_0,61.0,F
